,Unnamed: 0,has_ID,has_officialName,has_municipality,has_province,has_country,has_website,has_latitude,has_longitude,has_elevation,has_facilityType,has_uploadDate,has_addr:street,has_addr:housenumber,has_accessibleElevator,has_reservedParkinglots,has_guidanceSystem,has_accessibleToilette,has_steps,has_ramp,has_staircaseSlope,has_levelOfAccessibility
10,10,ab_78010,A.L.P.I.  COOPERATIVA AVVIAMENTO AL LAVORO SU PROGETTI INDIVIDUALIZZATI,Trento,TN,Italia,www.coop-alpi.it,46.03735001573216,11.126860040764711,200.0,Cooperative e Laboratori Sociali,2010-07-26,Via Ragazzi Del 99,13,False,False,False,True,False,False, ,no
11,11,ab_28211,A.M.A. Auto Mutuo Aiuto ,Trento,TN,Italia,www.automutuoaiuto.it,46.0730599826542,11.125220037589429,180.0,Associazioni,2010-05-24,Via Torre D'augusto,2/1,False,True,True,False,True,False, ,yes
12,12,ab_30212,A.N.F.F.A.S. Associazione Nazionale di Famiglie di Persone con Disabilità Intellettiva e Relazionale,Trento,TN,Italia,www.anffas.it,46.0936000040237,11.11594001348874,180.0,Associazioni,2010-05-18,Via Trener,8,False,True,False,True,True,False, ,yes
13,13,ab_29813,A.N.F.I. Associazione Nazionale Finanzieri d'Italia,Trento,TN,Italia,,46.0747900074696,11.124640009889674,180.0,Associazioni,2010-05-18,Largo Nazario Sauro,11,False,True,False,False,False,True,Dislivello in percentuale: 8.0; Lunghezza in cm.: 240.0,yes
14,14,ab_28414,A.N.M.I.C. Associazione Nazionale Mutilati e Invalidi Civili,Trento,TN,Italia,www.anmic-tn.org,46.054060010264664,11.120379991419782,180.0,Associazioni,2010-05-17,Via Orazio Benevoli,22,False,True,False,True,True,False, ,yes
15,15,ab_28515,A.N.M.I.L. Associazione Nazionale Mutilati e Invalidi del Lavoro ,Trento,TN,Italia,www.anmil.it,46.053969988624544,11.120500020273255,180.0,Associazioni,2010-05-25,Via San Pio X,38,False,True,False,True,True,False, ,yes
16,16,ab_22116,A.P.A.P.I : AGENZIA PROVINCIALE PER L'ASSISTENZA E LA PREVIDENZA INTEGRATIVA - SPORTELLO INFORMATIVO,Trento,TN,Italia,www.apapi.provincia.tn.it,46.072150001335956,11.124210018256775,187.0,Uffici Pubblici,2013-02-04,Piazza Silvio Pellico,8/3,False,True,False,False,False,True,Dislivello in percentuale: 17.5; Lunghezza in cm.: 39.0,yes
17,17,ab_22217,A.P.A.P.I: AGENZIA PROVINCIALE PER L'ASSISTENZA E LA PREVIDENZA INTEGRATIVA - DIREZIONE,Trento,TN,Italia,www.apapi.provincia.tn.it,46.071989990804326,11.124010026047017,187.0,Uffici Pubblici,2013-02-04,Piazza Silvio Pellico,8,False,True,False,False,True,False, ,yes
18,18,ab_150918,A.P.C.A.T. Associazione Provinciale dei Club degli Alcolisti in Trattamento - Centro Studi,Trento,TN,Italia,www.apcattrentino-centrostudi.it,46.04616450958697,11.11526897211864,200.0,Associazioni,2019-06-10,Via Sighele,3,False,True,False,True,False,False, ,limited
19,19,ab_29119,A.P.C.A.T. Associazione Provinciale dei Club degli Alcolisti in Trattamento Centro studi,Trento,TN,Italia,www.apcattrentino-centrostudi.it,46.08334005162274,11.112084301376967,180.0,Associazioni,2010-05-17,Via Sighele,7,False,True,False,True,False,False, ,limited
20,20,ab_69420,A.R.C.A. ASSOCIAZIONE RICERCA COMPORTAMENTO ALIMENTARE,Trento,TN,Italia,www.arcatrento.wordpress.com,46.058510004570024,11.121529988535457,200.0,Associazioni,2010-07-16,Via Bronzetti,29,False,True,False,True,False,True,Dislivello in percentuale: 7.0; Lunghezza in cm.: 470.0,yes
21,21,ab_28621,A.R.I.S. Associazione Riabilitazione Inserimento Sociale Famiglie Malati Psichici,Trento,TN,Italia,,46.065270009481,11.12212996516476,180.0,Associazioni,2010-05-17,Via Al Torrione,6,False,True,False,True,False,True,Dislivello in percentuale: 10.0; Lunghezza in cm.: 1400.0,yes
22,22,ab_29722,A.T.D. Associazione Trentina Diabetici ,Trento,TN,Italia,,46.065270009481,11.12212996516476,180.0,Associazioni,2010-05-14,Via Al Torrione,6,False,True,False,True,False,True,Dislivello in percentuale: 10.0; Lunghezza in cm.: 1400.0,yes
23,23,ab_28723,A.T.M.A.R. Associazione Trentina Malati Reumatici Onlus,Trento,TN,Italia,www.reumaticitrentino.it,46.065270009481,11.12212996516476,180.0,Associazioni,2010-05-19,Via Al Torrione,6,False,True,False,True,False,True,Dislivello in percentuale: 10.0; Lunghezza in cm.: 1400.0,yes
24,24,ab_33724,A.U.S.E.R. Associazione per Autogestione dei Servizi e la Solidarietà,Trento,TN,Italia,www.auser.it,46.05788002072734,11.120509994738029,180.0,Associazioni,2010-05-25,Via Vittorio Veneto,24,False,True,False,False,True,False, ,yes
25,25,ab_33125,A.V.I.S. Associazione Volontari Italiani Sangue,Trento,TN,Italia,www.avistrentino.org,46.08334005162274,11.112084301376967,180.0,Associazioni,2010-05-20,Via Sighele,7,False,True,False,False,False,False, ,limited
26,26,ab_33626,A.V.U.L.S.S. Associazione Volontariato Unità Locali servizi Socio Sanitari,Trento,TN,Italia,www.avulss.org,46.38948998711513,11.137059978738932,180.0,Associazioni,2010-05-25,Via Endrici,27,False,True,False,False,True,False, ,yes
27,27,ab_80727,ACCADEMIA,Trento,TN,Italia,www.accademiahotel.it,46.06870000998896,11.120279995314917,200.0,Alberghi / Hotel,2013-01-21,Vicolo Colico,4/6,False,True,False,False,False,False, ,limited
28,28,ab_8228,ACLI SEDE PROVINCIALE,Trento,TN,Italia,www.aclitrentine.it,46.06975001099974,11.121020033546273,257.0,Uffici Pubblici,2013-01-23,Via Roma,57,False,True,False,True,True,False, ,yes
29,29,ab_42429,ACLI SERVIZI TRENTINO SRL,Trento,TN,Italia,www.acliservizi.it,46.068520008618265,11.121659991853704,200.0,Uffici Pubblici,2013-01-15,Galleria Tirrena,10,False,True,False,True,True,False, ,yes
30,30,ab_69930,ACLI TRENTINE - CIRCOLO SAN GIUSEPPE SAN PIO X,Trento,TN,Italia,,46.05788002072734,11.120509994738029,200.0,Associazioni,2010-07-16,Via Veneto,24,False,True,False,False,False,False, ,limited
31,31,ab_33931,ACUSTICA TRENTINA,Trento,TN,Italia,www.acustica.trentina.com,46.05724002051039,11.128399964016126,180.0,Farmacie,2010-05-17,Viale Verona,31/2,False,False,False,False,False,True,Dislivello in percentuale: 20.6; Lunghezza in cm.: 85.0,limited
32,32,ab_52532,ADGT - ASSOCIAZIONE DIABETE GIOVANILE DI TRENTO,Trento,TN,Italia,www.adgt.it,46.058510004570024,11.121529988535457,200.0,Associazioni,2010-07-16,Via Bronzetti,29,False,True,False,True,False,True,Dislivello in percentuale: 7.0; Lunghezza in cm.: 470.0,yes
33,33,ab_81333,AERHOTEL,Trento,TN,Italia,,46.02051999234618,11.126870015229514,200.0,Alberghi / Hotel,2010-08-24,Via Lidorno,3,False,False,False,False,False,False, ,no
34,34,ab_74434,AFFARI FINANZIARI,Trento,TN,Italia,wwww.provincia.tn.it,46.07300053463941,11.122367068096759,200.0,Uffici Pubblici,2010-07-23,Via Romagnosi,"""",False,False,False,True,False,True,Dislivello in percentuale: 8.0; Lunghezza in cm.: 1400.0,limited
35,35,ab_70735,AFTER PUB,Trento,TN,Italia,,46.07666001006805,11.123079970070677,200.0,Pizzerie,2010-07-20,Via Secondo Da Trento,1,False,True,False,True,False,True,Dislivello in percentuale: 7.6; Lunghezza in cm.: 210.0,yes
36,36,ab_68036,AGENZIA DEL LAVORO,Trento,TN,Italia,www.agenzialavoro.tn.it,46.07277998517861,11.137800016970289,200.0,Uffici Pubblici,2010-07-16,Via Guardini,75,False,True,False,False,False,False, ,limited
37,37,ab_24737,AGENZIA LIBRERIA SCALA MARIO,Trento,TN,Italia,www.libreriascala.it,46.06788998286606,11.124870009312815,190.0,Librerie,2013-01-14,Via Roggia Grande,26,False,True,False,False,False,False, ,limited
38,38,ab_18538,AGENZIA VIAGGI CALDERARI E MOGGIOLI S.R.L.,Trento,TN,Italia,,46.05886956079383,11.126896688210902,194.0,Agenzie viaggi e Promozione Turistica,2010-02-09,Corso Tre Novembre,96,False,True,False,False,False,False, ,limited
39,39,ab_80539,AGRITUR LE GIARE,Trento,TN,Italia,www.agriturlegiare.it,46.043369982411804,11.12487998377759,200.0,Garni e Agriturismo,2010-09-03,Via Fersina,30,False,False,False,False,False,False, ,no
40,40,ab_57340,AI VICOLI,Trento,TN,Italia,www.aivicoli.it,46.06766039256936,11.119913260296222,200.0,Ristoranti,2013-01-30,Piazza Santa Teresa Verzieri,1,False,True,False,True,False,False, ,limited
41,41,ab_78341,AIPD - ASSOCIAZIONE ITALIANA PERSONE DOWN,Trento,TN,Italia,www.aipd.it,46.06125998127334,11.116899992859402,200.0,Associazioni,2010-07-13,Via Taramelli,8,False,False,False,True,False,False, ,no
42,42,ab_57142,AL 77,Trento,TN,Italia,,46.066949994334465,11.120679979734433,200.0,Ristoranti,2013-01-22,Via Verdi,77,False,False,False,False,True,False, ,limited
43,43,ab_72843,AL CASTELLO,Trento,TN,Italia,www.alcastellotrento.com,46.070240017059376,11.126949978585799,200.0,Ristoranti,2010-07-29,Via Bernardo Clesio,8,False,True,False,True,True,False, ,yes
44,44,ab_1144,AL FEUDO,Trento,TN,Italia,,45.889530000000036,11.043000000000063,324.0,Bar,2013-02-01,Piazzetta Lainez,8,False,True,False,False,True,False, ,yes
45,45,ab_81445,AL MARINAIO,Trento,TN,Italia,www.almarinaio.eu,46.035389991493616,11.126340027491722,200.0,Alberghi / Hotel,2010-08-24,Via Dei Marinai D'italia,28,False,False,False,True,False,False, ,no
46,46,ab_23646,AL NUOVO FARO,Trento,TN,Italia,,46.070739997583786,11.10947999689239,190.0,Ristoranti,2010-05-06,Via Brescia,45,False,False,False,True,False,True,Dislivello in percentuale: 10.0; Lunghezza in cm.: 100.0,limited
47,47,ab_15747,AL PARCO - BAR PASTICCERIA,Trento,TN,Italia,,46.06998001042288,11.119870036430598,216.0,Pasticcerie,2013-01-31,Via Pozzo,1,False,True,False,True,False,False, ,limited
48,48,ab_348,AL PORTEGHET,Trento,TN,Italia,,46.071169989216685,11.124579995462938,245.0,Bar,2013-01-04,Passaggio Dorigoni,3,False,True,True,True,True,False, ,yes
49,49,ab_81149,ALBERMONACO,Trento,TN,Italia,www.albermonaco.it,46.073479999822325,11.126580001379637,200.0,Alberghi / Hotel,2010-02-24,Via Torre D'augusto,25,False,False,False,True,False,False, ,no
50,50,ab_73350,ALL'ANFITEATRO,Trento,TN,Italia,,46.069249988565815,11.125509967620246,200.0,Ristoranti,2013-01-14,Piazzetta Dell'anfiteatro,10,False,True,False,True,False,False, ,limited
51,51,ab_73851,ALLA GROTTA,Trento,TN,Italia,,46.06983001626554,11.125479960406892,200.0,Ristoranti,2013-01-25,Vicolo S. Marco,6,False,True,False,True,False,False, ,limited
52,52,ab_24352,ALLA SCALETTA,Trento,TN,Italia,,46.06878001525476,11.125709959830033,200.0,Bar,2013-01-30,Via Santa Maria Maddalena,7,False,True,False,False,False,False, ,limited
53,53,ab_149953,ALMAC Associazione per la Lotta alle Malattie Cardiovascolari,Trento,TN,Italia,,46.066115856497134,11.111023733278596,200.0,Associazioni,2019-06-10,Via Sighele,5,False,True,False,False,False,False, ,limited
54,54,ab_111654,AMBULATORI MEDICI,Trento,TN,Italia,,46.048890010476526,11.145510026787179,0.0,Ambulatori Medici,2013-05-07,Via Dei Colli,1,False,True,True,True,False,False, ,yes
55,55,ab_11055,AMBULATORIO - STUDIO MEDICO DI MEDICINA GENERALE,Trento,TN,Italia,,46.07389000061616,11.125450037012541,250.0,Ambulatori Medici,2009-10-06,Via San Martino,11,False,True,False,True,False,False, ,limited
56,56,ab_131856,AMBULATORIO COMUNALE,Trento,TN,Italia,www.comune.trento.it,46.07098998784599,11.058830000021885,0.0,Ambulatori Medici,2013-12-04,Piazza Oveno,15,False,True,False,True,False,False, ,limited
57,57,ab_24257,AMERICAN BAR FEELING,Trento,TN,Italia,,46.304630006805354,11.457980001092892,180.0,Bar,2013-01-14,Via 1°androna Di Borgonuovo,20,False,True,False,True,False,True,Dislivello in percentuale: 8.0; Lunghezza in cm.: 250.0,yes
58,58,ab_33858,AMPLIFON spa,Trento,TN,Italia,www.amplifon.it,46.067919990079446,11.120839990266063,180.0,Apparecchi Acustici,2013-01-30,Via Cavour,45,False,True,False,False,False,True,Dislivello in percentuale: 24.0; Lunghezza in cm.: 39.0,yes
59,59,ab_71159,AMPLIFON,Trento,TN,Italia,,46.09191000279594,11.115719988530373,200.0,Ortopedie e Sanitarie,2010-08-04,Via Brennero,10,False,False,False,False,False,False, ,no
60,60,ab_72260,AMPLIFON,Trento,TN,Italia,www.amplifon.it,46.086729986633514,11.119129998199242,200.0,Apparecchi Acustici,2010-07-29,Piazza Del Tridente,10,False,True,False,False,False,False, ,limited
61,61,ab_34161,AMS Attrezzature Medico Sanitarie,Trento,TN,Italia,www.amstrento.it,46.050639984221505,11.122410004549863,180.0,Ortopedie e Sanitarie,2010-05-17,Via Degasperi,34/3,False,False,False,True,False,False, ,no
62,62,ab_52462,ANED - ASSOCIAZIONE NAZIONALE EMODIALIZZATI DIALISI E TRAPIANTO,Trento,TN,Italia,www.aned-onlus.it,46.058510004570024,11.121529988535457,200.0,Associazioni,2010-07-16,Via Bronzetti,29,False,True,False,True,False,True,Dislivello in percentuale: 7.0; Lunghezza in cm.: 470.0,yes
63,63,ab_72663,ANTICA TRATTORIA AI TRE GAROFANI,Trento,TN,Italia,www.aitregarofani.com,46.065819988057854,11.12299003224959,200.0,Ristoranti,2013-01-22,Via Mazzini,33,False,True,False,False,False,True,Dislivello in percentuale: 6.0; Lunghezza in cm.: 112.0,yes
64,64,ab_107864,ANTICO CAFFE' COMMERCIO,Trento,TN,Italia,,46.067689990656305,11.124110022151882,0.0,Bar,2010-09-13,Via Mantova,39,False,False,False,False,True,False, ,limited
65,65,ab_149865,APAN Associazione Provinciale Amici della Nefrologia,Trento,TN,Italia,www.apantrentino.it,46.066115856497134,11.111023733278596,200.0,Associazioni,2019-06-10,Via Sighele,5,False,True,False,False,False,False, ,limited
66,66,ab_80166,AQUILA D'ORO,Trento,TN,Italia,www.aquiladoro.it,46.06788998286606,11.121299989112316,200.0,Alberghi / Hotel,2013-01-16,Via Belenzani,76,False,True,False,True,False,False, ,limited
67,67,ab_10167,ARCI DEL TRENTINO,Trento,TN,Italia,wwww.arcideltrentino.it,46.07351000703568,11.125499993155472,216.0,Associazioni,2009-11-05,Via S. Martino,35,False,True,False,False,False,False, ,limited
68,68,ab_29368,ARCIGAY DEL TRENTINO,Trento,TN,Italia,www.arcigay.it,46.065270009481,11.12212996516476,180.0,Associazioni,2010-05-14,Via Al Torrione,6,False,True,False,True,False,True,Dislivello in percentuale: 10.0,yes
69,69,ab_149469,ARCILESBICA TRENTINO ALTOADIGE ,Trento,TN,Italia,,46.065270009481,11.12212996516476,200.0,Associazioni,2019-06-03,Via Al Torrione,6,False,True,False,True,False,True,Dislivello in percentuale: 10.0; Lunghezza in cm.: 1400.0,yes
70,70,ab_29270,ARCOIRIS ONLUS ,Trento,TN,Italia,www.arcoiris-onlus.it,46.065270009481,11.12212996516476,180.0,Associazioni,2010-05-21,Via Al Torrione,6,False,True,False,True,False,True,Dislivello in percentuale: 10.0; Lunghezza in cm.: 1400.0,yes
71,71,ab_40171,ARGO - CENTRA (Galleria d'Arte e Centro Studi e Documentazione Arte Moderna e Contemporanea),Trento,TN,Italia,www.argo-centra.com,46.305010000385806,11.457440038890326,200.0,Gallerie arte,2013-01-09,Via Ii Androna Di Borgonuovo,3,False,True,False,False,False,False, ,limited
72,72,ab_34872,ARTE BOCCANERA CONTEMPORANEA,Trento,TN,Italia,,46.062660010560734,11.130740023744636,180.0,Gallerie arte,2010-05-05,Via Milano 128/130,,False,True,False,False,True,False, ,yes
73,73,ab_50073,ARTE-SAN snc,Trento,TN,Italia,,46.05879000204558,11.133079999654115,185.0,Ortopedie e Sanitarie,2009-11-19,Via Pasubio,3,False,True,False,False,True,False, ,yes
74,74,ab_69174,ASSESSORATO ALLA SOLIDARIETA' INTERNAZIONALE E ALLA CONVIVENZA,Trento,TN,Italia,wwww.provincia.tn.it,46.07172000970306,11.12214999791334,200.0,Uffici Pubblici,2013-01-14,Via Gazzoletti,2,False,True,False,True,False,False, ,limited
75,75,ab_149675,ASSOCIAZIONE ACHIPE,Trento,TN,Italia,www.achipetn.org,46.058510004570024,11.121529988535457,0.0,Associazioni,2019-06-10,Via Bronzetti,29,False,True,False,True,False,True,Dislivello in percentuale: 7.0; Lunghezza in cm.: 470.0,yes
76,76,ab_149776,ASSOCIAZIONE ALISEI - Centro Progetto '92,Trento,TN,Italia,www.progetto92.it,46.058510004570024,11.121529988535457,200.0,Associazioni,2019-06-10,Via Bronzetti,29,False,True,False,True,False,True,Dislivello in percentuale: 7.0; Lunghezza in cm.: 470.0,yes
77,77,ab_50977,ASSOCIAZIONE BANCA DEL TEMPO,Trento,TN,Italia,www.bancatempotrento.it,46.058510004570024,11.121529988535457,200.0,Associazioni,2010-07-27,Via Bronzetti,29,False,True,False,True,False,True,Dislivello in percentuale: 7.0; Lunghezza in cm.: 470.0,yes
78,78,ab_52778,ASSOCIAZIONE CANCRO - ALTERNATIVE PER VIVERE ONLUS,Trento,TN,Italia,www.alternativepervivere.com,46.058510004570024,11.121529988535457,200.0,Associazioni,2010-07-16,Via Bronzetti,29,False,True,False,True,False,True,Dislivello in percentuale: 7.0; Lunghezza in cm.: 470.0,yes
79,79,ab_10379,ASSOCIAZIONE DEI REDICOI - REVERSI POLICARPI,Trento,TN,Italia,,46.07331001482592,11.125499993155472,216.0,Associazioni,2009-10-05,Via San Martino,47,False,True,False,True,False,False, ,limited
80,80,ab_35280,ASSOCIAZIONE LIFE - CENTRO SPORTIVO,Trento,TN,Italia,www.centrosportivolife.com,46.06711997933087,11.120070028640356,200.0,Impianti Sportivi,2013-01-22,Via Don Arcangelo Rizzi,6,False,True,False,True,False,False, ,limited
81,81,ab_52381,ASSOCIAZIONE NADIR ,Trento,TN,Italia,www.nadironlus.it,46.058510004570024,11.121529988535457,200.0,Associazioni,2010-07-16,Via Bronzetti,29,False,True,False,True,False,True,Dislivello in percentuale: 7.0; Lunghezza in cm.: 470.0,yes
82,82,ab_52882,ASSOCIAZIONE TRENTINI NEL MONDO,Trento,TN,Italia,www.trentininelmondo.it,46.061180017917025,11.12513001594931,200.0,Associazioni,2010-07-16,Via Malfatti,1,False,True,False,True,False,True,Dislivello in percentuale: 20.8; Lunghezza in cm.: 252.7,yes
83,83,ab_75583,AUDIOLOGIA,Trento,TN,Italia,www.audiologia.iaps.tn.it,46.06194000507796,11.124770013207922,200.0,Ambulatori Medici,2010-07-14,Via Piave,18,False,False,False,False,False,True,Dislivello in percentuale: 20.0; Lunghezza in cm.: 670.0,limited
84,84,ab_74784,AUDITORIUM - APSS ,Trento,TN,Italia,,46.05699303398501,11.128271283691317,200.0,Teatri e Auditorium,2010-07-13,Viale Verona,"""",False,False,False,True,False,False, ,no
85,85,ab_14985,AUDITORIUM SANTA CHIARA,Trento,TN,Italia,www.centrosantachiara.it,46.06333147483156,11.125037220227979,235.0,Centri e sale culturali,2016-05-03,Via Santa Croce,"""",False,True,False,True,False,False, ,limited
86,86,ab_132286,AUDITORIUM VANEZE,Trento,TN,Italia,www.discovertrento.it,46.05109000860298,11.073100022540018,0.0,Centri e sale culturali,2013-12-04,Strada Di Vaneze,11,False,False,False,False,False,False, ,no
87,87,ab_69687,AUSER TRENTO onlus Associazione per l'autogestione dei servizi e la solidarietà,Trento,TN,Italia,www.auser.it,46.0592531177835,11.121092709733396,200.0,Associazioni,2010-07-16,Via Bronzetti,"""",False,True,False,True,False,True,Dislivello in percentuale: 7.0; Lunghezza in cm.: 470.0,yes
88,88,ab_27488,AUTORIMESSA EUROPA,Trento,TN,Italia,,46.06775000508304,11.124830027634658,185.0,Parcheggi,2010-04-26,Via Roggia Grande,20,False,True,False,False,False,False, ,limited
89,89,ab_26689,AUTOSTAZIONE,Trento,TN,Italia,www.ttesercizio.it,46.07021978476748,11.119758120890223,165.0,Stazioni,2013-02-01,Via Pozzo,,False,True,False,True,False,False, ,limited
90,90,ab_78790,AVVOCATURA DELLA PROVINCIA,Trento,TN,Italia,wwww.provincia.tn.it,46.07221001576269,11.121299989112316,200.0,Uffici Pubblici,2010-06-30,Piazza Dante,15,False,True,False,True,False,False, ,limited
91,91,ab_15291,"AZIENDA PER IL TURISMO TRENTO, MONTE BONDONE, VALLE DEI LAGHI",Trento,TN,Italia,www.apt.trento.it,46.069759985464515,11.118790028206433,234.0,Agenzie viaggi e Promozione Turistica,2013-01-21,Piazza Della Portella,3,False,True,False,False,False,False, ,limited
92,92,ab_8692,"AZIENDA PER IL TURISMO TRENTO, MONTE BONDONE, VALLE DEI LAGHI",Trento,TN,Italia,www.apt.trento.it,46.07042001843007,11.121209967472225,211.0,Agenzie viaggi e Promozione Turistica,2017-04-26,Piazza Dante,24,False,True,False,False,False,True,Dislivello in percentuale: 8.0; Lunghezza in cm.: 485.0,yes
93,93,ab_67493,AZIENDA PROVINCIALE PER L'ENERGIA,Trento,TN,Italia,www.provincia.tn.it,46.09102001231676,11.118930005989483,200.0,Uffici Pubblici,2010-06-18,Via Gilli,4,False,True,False,True,False,True,Dislivello in percentuale: 5.0; Lunghezza in cm.: 1700.0,yes
94,94,ab_36494,Agenzia del Lavoro di Trento - sede centrale,Trento,TN,Italia,www.agenzialavoro.tn.it,46.07277998517861,11.137800016970289,200.0,Uffici Pubblici,2010-07-29,Via Guardini,75,False,False,False,False,False,False, ,no
95,95,ab_36395,Agenzia delle Entrate,Trento,TN,Italia,www.agenziaentrate.it,46.08923998944891,11.116339997908256,200.0,Uffici Pubblici,2010-07-30,Via Brennero,133,False,True,False,False,False,True,Dislivello in percentuale: 15.0; Lunghezza in cm.: 700.0,yes
96,96,ab_39896,Alpina Tourdolomit,Trento,TN,Italia,www.alpina-tourdolomit.com,46.07026000789844,11.125309975410488,200.0,Agenzie viaggi e Promozione Turistica,2013-01-25,Via San Marco,19,False,True,False,False,False,False, ,limited
97,97,ab_36297,Archivio Notarile Distrettuale,Trento,TN,Italia,www.giustizia.it,46.07380002088556,11.118820035419816,200.0,Uffici Pubblici,2010-07-30,Corso Buonarroti,53,False,True,False,False,False,False, ,limited
98,98,ab_43998,Area Archeologica di Palazzo Lodron,Trento,TN,Italia,www.trentinocultura.net,46.06781999397455,11.122689960115906,200.0,Musei,2013-01-04,Piazza Lodron,31,False,True,False,False,False,False, ,limited
99,99,ab_29699,Associazione Agriturismo Trentino,Trento,TN,Italia,www.agriturismotrentino.com,46.07454999167217,11.122630029508201,180.0,Associazioni,2010-05-21,Via Jacopo Aconcio,13,False,True,False,False,True,False, ,yes
100,100,ab_294100,Associazione Alzheimer Trento onlus,Trento,TN,Italia,www.alzheimertrento.org,46.065270009481,11.12212996516476,180.0,Associazioni,2010-05-18,Via Al Torrione,6,False,True,False,True,False,True,Dislivello in percentuale: 14.0; Lunghezza in cm.: 1000.0,yes
101,101,ab_508101,Associazione Parkinson,Trento,TN,Italia,www.parkinson-trento.it,46.058510004570024,11.121529988535457,200.0,Associazioni,2010-07-27,Via Bronzetti,29,False,True,False,True,False,True,Dislivello in percentuale: 7.0; Lunghezza in cm.: 470.0,yes
102,102,ab_488102,Atelier d'Arte - Studio di esposizione permanente,Trento,TN,Italia,,46.29142051818624,11.441258771384097,200.0,Gallerie arte,2010-07-14,Via Giovanelli,35,False,True,False,False,False,False, ,limited
103,103,ab_492103,Audiometrica Trentina,Trento,TN,Italia,,46.063979992672785,11.12999998551328,200.0,Apparecchi Acustici,2010-07-14,Via San Bernardino,14/2,False,True,True,False,False,False, ,yes
104,104,ab_803104,B & B ADA,Trento,TN,Italia,www.bbada.it,46.066290003278425,11.122549982332885,200.0,Bed & Breakfast,2013-01-11,Via Mazzini,4,False,False,False,False,False,False, ,no
105,105,ab_802105,B & B ANNA,Trento,TN,Italia,,46.05980999584301,11.12704000022589,200.0,Bed & Breakfast,2010-09-06,Via Milano,12,False,False,True,False,False,False, ,limited
106,106,ab_30106,B & B CAFFE' CITTA',Trento,TN,Italia,,46.06962000768149,11.12372001219714,214.0,Bar,2013-01-11,Piazza Cesare Battisti,10,False,True,False,True,False,False, ,limited
107,107,ab_804107,B & B CASA POMPERMAIER,Trento,TN,Italia,www.casapompermaier.it,46.08151790993399,11.118071880642534,200.0,Bed & Breakfast,2010-08-27,Via Aldo Schmidt,5,False,False,False,False,True,False, ,limited
